#group,false,false,true,true,false,false,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string
#default,mean,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,deviceId,location,room
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:29:10Z,13.012627279374081,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:29:20Z,13.01281545450997,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:29:40Z,13.012839361716791,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:29:50Z,13.012835647794754,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:30:00Z,13.01289772476932,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:30:10Z,13.013241043489627,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:30:20Z,13.013829456267151,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:30:30Z,13.013933530053063,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:30:40Z,13.014050365059296,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:30:50Z,13.014553722634819,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:31:00Z,13.015491531074778,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:31:10Z,13.016208825377873,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:31:20Z,13.016374965417693,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:31:30Z,13.016454592532446,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:31:40Z,13.016617175002674,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:31:50Z,13.01558323812595,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:32:00Z,13.014459834073225,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:32:10Z,13.014035366229418,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:32:20Z,13.013356604303013,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:32:30Z,13.011963657371458,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:32:40Z,13.009997141853322,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:32:50Z,13.00761881956275,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:33:00Z,13.0057299627055,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:33:10Z,13.004811439109886,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:33:20Z,13.00342184411187,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:33:30Z,13.002003329700468,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:33:40Z,13.00104131054531,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:33:50Z,13.000323846582765,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:34:00Z,12.99958066888601,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:34:10Z,12.99924545873512,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:34:20Z,12.999638328970232,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:34:30Z,13.000482907668433,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:34:40Z,13.001645619573774,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:34:50Z,13.002249798428668,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:35:00Z,13.002264105556817,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:35:10Z,13.00268364198744,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:35:20Z,13.003390530375386,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:35:30Z,13.004180138528666,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:35:40Z,13.004721956060262,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:35:50Z,13.004990242774687,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:36:00Z,13.005656381311235,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:36:10Z,13.006565810281993,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:36:20Z,13.007382172598815,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:36:30Z,13.008123247295371,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:36:40Z,13.008966785910728,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:36:50Z,13.010032693212581,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:37:00Z,13.01081551686072,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:37:10Z,13.01098675660212,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:37:20Z,13.01108369894527,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:37:30Z,13.01151116282513,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:37:40Z,13.012042097798892,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:37:50Z,13.01267879071971,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:38:00Z,13.0128564674994,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:38:10Z,13.013229926167373,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:38:20Z,13.01361599868007,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:38:30Z,13.014345916773646,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:38:40Z,13.014220341330182,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:38:50Z,13.014005079556032,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:39:00Z,13.013814351304946,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:39:10Z,13.01363593837227,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
,,0,2025-07-25T16:17:56.379867381Z,2025-07-25T17:17:56.379867381Z,2025-07-25T16:39:20Z,13.013462589052905,longitude,corso_IoT,Pixel 6a,Marche,PesaroUrbino
